date,duration_s_cardio,duration_s_not_cardio,avg_hr_cardio,avg_hr_not_cardio,calories_cardio,calories_not_cardio,night_rmssd,mean_hr,mean_hp,sdnn,rmssd,pnn50,rec_source,artifact,rmssd_1min,log_category,log_specific,log_rmssd,log_night_rmssd
2023-01-01,2879.54,,124.0,,310.0,,,70.56748015289621,850.25,88.57804385366148,89.87187850186812,62.68656716417911,hrv4training,,,,,4.498385083887215,
2023-01-02,,,,,,,,68.45347796324575,876.5076923076923,99.65388148323454,88.86256874131541,54.6875,hrv4training,,,,,4.487091004824754,
2023-01-03,,,,,,,,70.48579918457605,851.2352941176471,100.6078756195468,75.81056934387463,53.73134328358209,hrv4training,,,,,4.3282377201821385,
2023-01-04,3615.0,,118.0,,397.0,,,71.29988116686472,841.516129032258,83.12112070705167,76.03277801930778,57.377049180327866,hrv4training,,,,,4.3311645370353835,
2023-01-05,,,,,,,,77.75910764720604,771.6137931034483,94.30026775892776,61.48419597812602,39.58333333333333,hrv4training,,,,,4.11878016582306,
2023-01-06,2959.455,,123.0,,304.0,,,70.22200105056537,854.4330708661417,97.90824811041252,87.44872783522925,55.55555555555556,hrv4training,,,,,4.471052654020081,
2023-01-07,,,,,,,,68.34591853607452,877.8870967741935,100.13750301922909,88.80578366927885,54.47154471544715,hrv4training,,,,,4.486451779287964,
2023-01-08,,,,,,,,80.1592974573675,748.5095541401274,68.23531949009882,60.55970128191551,41.66666666666667,hrv4training,,,sick,covid vaccine received the day before,4.10362967651986,
2023-01-09,,,,,,,,72.46716039210914,827.9612403100775,92.54518302314398,90.66195757417276,53.125,hrv4training,,,,,4.507137837758883,
2023-01-10,,,,,,,,71.12460450796954,843.589928057554,105.6517840213846,77.44802825309351,44.20289855072464,hrv4training,,,,,4.349607108218518,
2023-01-11,3490.163,,115.0,,353.0,,,79.18904551537038,757.6805555555555,72.61959989273036,57.96101166507911,34.26573426573427,hrv4training,,,,,4.05977057183913,
2023-01-12,,,,,,,,73.44257773103811,816.9647887323944,96.03325509483837,75.46238419617703,49.645390070921984,hrv4training,,,,,4.323634309533685,
2023-01-13,,2036.774,,88.0,,83.0,,71.84309886729129,835.1532846715329,100.12728326572352,67.94093295186909,44.85294117647059,hrv4training,,,,,4.21863869463505,
2023-01-14,2539.39,,129.0,,299.0,,,66.21825955472131,906.0944881889764,100.59323509062573,88.66173921145469,61.11111111111112,hrv4training,,,,,4.4848284457662215,
2023-01-15,,,,,,,,65.72761853829367,912.8582677165356,106.72347994608468,70.4553759481844,41.26984126984127,hrv4training,,,,,4.254979544137152,
2023-01-16,,,,,,,,64.22036876224327,934.2830188679244,108.0026864373238,99.41357464415718,59.61538461538461,hrv4training,,,,,4.599288670174855,
2023-01-17,1920.91,,119.0,,204.0,,,70.95295273441764,845.6307692307693,111.31556933480311,79.6878832079177,51.5625,hrv4training,,,,,4.378117544224856,
2023-01-18,,,,,,,,73.31890231129111,818.3428571428572,76.96861804180524,74.84149918327398,50.72463768115942,hrv4training,,,,,4.315372533050176,
2023-01-19,,,,,,,,68.3371298405467,878.0,89.85937731983063,81.95666956657499,51.5625,hrv4training,,,,,4.406190687681428,
2023-01-20,,,,,,,,72.21954742416948,830.8,105.97945892617923,73.89506165657023,46.3768115942029,hrv4training,,,,,4.302646001047002,
2023-01-21,2850.547,,127.0,,321.0,,,64.42058496853018,931.3793103448276,66.85801413964364,82.46611858385063,61.40350877192983,hrv4training,,,,,4.412387525154821,
2023-01-22,,2947.948,,96.0,,184.0,,72.26541114639221,830.2727272727273,114.82563137137416,78.57675880773054,53.70370370370371,hrv4training,,,,,4.364075966241333,
2023-01-23,,,,,,,,66.32926260515089,904.578125,114.3073986952917,84.71374505896365,58.730158730158735,hrv4training,,,,,4.439277867818751,
2023-01-24,2935.001,,117.0,,299.0,,,74.39631801273563,806.4915254237288,81.89687042743864,72.26838380817448,37.93103448275862,hrv4training,,,,,4.280386741798315,
2023-01-25,,,,,,,,72.01848832834698,833.1194029850747,99.3809979717075,81.41747709240126,50.0,hrv4training,,,,,4.399589956257253,
2023-01-26,,2520.095,,102.0,,183.0,,70.81924995976179,847.2272727272727,111.85648210779596,85.58949763657174,60.0,hrv4training,,,,,4.449562584458975,
2023-01-27,,,,,,,,71.5461927204588,838.6190476190476,95.5848212316507,73.44731578976398,43.54838709677419,hrv4training,,,,,4.296568357224596,
2023-01-28,3123.432,,129.0,,370.0,,,73.50300982152287,816.2931034482758,99.56180001086308,67.6198058211692,40.35087719298245,hrv4training,,,,,4.213900925657296,
2023-01-29,,,,,,,,74.69619829796723,803.2537313432836,91.33329864458504,82.9917512119775,51.51515151515152,hrv4training,,,,,4.418741219869559,
2023-01-30,,,,,,,,66.82425675061369,897.8775510204082,119.54106674653886,100.98356723281184,56.25,hrv4training,,,,,4.614957802938841,
2023-01-31,,,,,,,,73.44069663746525,816.9857142857143,78.36644559962106,72.10429537666052,47.82608695652174,hrv4training,,,,,4.278113617782117,
2023-02-01,,,,,,,,66.54536002079543,901.640625,89.80871463621654,85.59752031379746,57.14285714285714,hrv4training,,,,,4.449656314431349,
2023-02-02,,,,,,,,66.44384488382394,903.0181818181818,114.79111319880772,88.72290976394503,51.85185185185185,hrv4training,,,,,4.48551813966328,
2023-02-03,,,,,,,,65.1442220694148,921.0333333333332,105.34925512577466,98.75919861129306,59.32203389830508,hrv4training,,,,,4.5926845499371005,
2023-02-04,,,,,,,,63.93490264458006,938.4545454545456,104.25228459355316,94.03933340052498,64.81481481481481,hrv4training,,,,,4.543713135179337,
2023-02-05,2571.149,,118.0,,268.0,,,60.076649518351,998.7241379310344,88.99782893583034,89.09425185883607,54.38596491228071,hrv4training,,,,,4.489694819026844,
2023-02-06,,,,,,,,60.60475811824375,990.0212765957448,93.97520935245842,88.27192834266924,52.17391304347826,hrv4training,,,,,4.48042214475103,
2023-02-07,2700.746,,124.0,,157.0,,,65.71741511500548,913.0,136.1988436074257,94.33762216910992,42.5531914893617,hrv4training,,,,,4.5468800726318515,
2023-02-08,,,,,,,,68.1621257340907,880.2542372881356,97.75559166812084,106.92389488905468,58.620689655172406,hrv4training,,,,,4.672117318675458,
2023-02-09,,,,,,,,77.19523962688967,777.25,87.89957086825584,75.4520267628578,52.23880597014925,hrv4training,,,,,4.323497047183858,
2023-02-10,,,,,,,,61.10214433940512,981.9622641509434,94.68955477534396,106.41317919262798,69.23076923076923,hrv4training,,,,,4.667329433829327,
